#,Job Title,ID,Employer,Vacancies,Estimated Start Date,Estimated End Date,Internship/Project Description,Learning Outcomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Data Science Course Facilitator @ Proptech,105958,PropertyQuants Pte. Ltd.,1,"Jul 5, 21","Dec 17, 21","Project Description

We seek a driven individual to work closely with the lead instructors to help facilitate the ‘Applying Data Science & Machine Learning to Real Estate’ course. We are an early stage startup company with proven records, and are looking to expand on the growing demand for the course. As such, we require an individual with strong initiative, drive, and can perform across a diverse range of activities to facilitate participants joining the course.

Individuals in this role will get the opportunity to interact, and establish networks with global professionals across industries. They will also get to hone their data science skills, by participating in the class as a Teaching Assistant and assist in the development of course materials.

Students will also get the opportunity to engage in other machine-learning projects, depending on availability and requests from clients. This can include time-series based regression, Natural Language Processing (NLP) and Computer Vision (CV).


Responsibilities

    Engage with course participants in technical conversations, including teaching of key Python and Machine Learning concepts, code troubleshooting and applications of specific software.
    Coordinate meetings to aid new course participants in installation of necessary software and Python libraries, as well as provide necessary information for course logistics.
    Engage in ad-hoc machine learning projects, as requested by clients (including NLP and CV)
    Improve process flow by establishing Python or Java based installation scripts and pre-course materials
    Assist lead instructors in developing and distributing data science course materials, and seeking feedback for future iterations.
    Answering queries from course participants, including general questions and homework assignments on one-on-one calls


Necessary Requirements

    Experience with Python3, and libraries Pandas and Scikit-Learn
    Basic data science modelling knowledge e.g. clustering, supervised vs unsupervised regression, ANOVA 
    Good knowledge of navigating command prompt (windows) and terminal (macOS)

 

Additional Requirements

    Strong command of spoken and written English
    Proven experience with data science curriculum or projects i.e. github
    Experience with additional statistical and data processing languages e.g. matlab, R
    Experience with relevant packages e.g. K-Means, OLS, matplotlib, XGBoost
    Basic knowledge of Anaconda Environment, IDEs and jupyter notebook","Students can expect to learn:

    Advanced Machine Learning concepts, especially relating to time series data. Includes deep learning and data visualization techniques
    Real Estate industry terminologies and trends
    Specific applications of data science techniques to real estate industry, for real estate development and investment
    Project and time management across multiple projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Quadrant Data Science Internship Programme,106262,DatastreamX,1,"Jul 7, 21","Dec 31, 21","Overview

Quadrant is a location data and technology company that helps data professionals obtain and utilise high-quality authentic mobile location and point-of-interest data. Quadrant’s mission is to bring trust and visibility into the data space. While data has the potential to greatly improve businesses and products, volume alone is not enough. Quadrant uses blockchain solution to move the industry forward and enable big data users to solve big problems.

Job Brief

As part of Quadrant’s Data Science team, you will be provided ample opportunities to learn and work with mobile location data. You will be doing analysis on location data and propose recommendations on real world problems. You will use Python, Tableau, AWS tools including Athena to crunch big data and extract insights. The more curious you are, the more you love to take challenges, the more you will learn with us.

All this data must come from somewhere and go somewhere, right? In this role, you will also be exposed to how a data transaction platform operates. You’ll be working closely with all facets of the company and learning about the overall data economy with us.

Requirements and Qualifications

    1-2 years of work experience preferably in the data analytics, consulting or data science.
    Proficient computer skills and flexible in coding with a good knowledge in Python with exposure to machine learning and SQL.
    Optional Knowledge in GIS, big data frameworks like PySpark, Apache Spark framework or exposure to AWS services is also a plus.
    Creative data visualisation, data extrapolation and story-telling skills.
    Excellent reporting and verbal communication skills.
    Passionate to learn new technologies and develop creative ideas.
    Self-directed and able to work without supervision.

Duties and Responsibilities

    The intern will work with the core team to learn technologies including AWS Athena that are used to handle big data.
    The intern will be provided with business questions and location data to perform data cleaning, location analysis/visualisation and report in detail to the core team. Good extrapolation and story-telling skills is expected.
    The intern will analyse location data using AWS Athena and provide reports on data quality.
    The intern will also work closely with the marketing and sales team, get real world problems, perform analysis and provide recommendations to solve them.
    Depending on the capability, the intern might build machine learning algorithms on location data and make predictions.
    Brainstorming with the core team on how to provide real-time data services to the clients.
    Periodic reporting or presentation to the core team on learning points while performing real-time analytics.
    Develop detailed project plans, timelines, and work flows to ensure timely completion.
    Take ownership and perform ad-hoc analysis tasks.   


","Benefits

    Work with an ambitious and growing startup team.

    Direct interaction and learning from the executive team.

    Learning to perform analysis on real-time Big Data in real time cloud environment (not on a 50 row flower datasets).

    Learning the Big Data stack architecture, business models in location space.
    Understand location space and perform geospatial analysis and find interesting patterns/insights

    We encourage the intern’s creativity and his/her feedbacks during the internship tenure will be valued.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Material Development & Supplier Quality Mgmt Data Analyst,106785,Continental Automotive Singapore Pte Ltd,1,"Jul 1, 21","Dec 31, 21","1) Conduct data analysis based on R&D & supplier production data pool from 2018-2021
2) Support in establishing grouping/ classification concept based on available data pool
3) Support in proposal of DOE (design of experiment) for future data pooling activities.


Requirement(s):

1) Basic to advance knowledge in data analysis. (6-sigma would be an advantage)
2) Basic to advance user in Macro- enabled Excel
3) Basic to advance user in Minitab 17 (or beyond)
4) Basic user in Tableau / Microsoft Power BI","Data analytics hands on

Microsoft Office

Teamwork ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Supply Chain Analyst,107129,Continental Automotive Singapore Pte Ltd,1,"Jul 1, 21","Dec 31, 21","You will assist the Tires team in the following task(s):

-Constant monitoring of shipment status to ensure timely delivery to plants.
-Support of follow up to ensure smooth process and document flow, which includes for example the follow up on open shipment confirmations and open invoices.
-Support reporting for delivery performance monitoring, which involves mass data handling and data combination from various sources and formats as well as derivation of calculation rules and plausibility checks.
-Manage all third party suppliers and freight forwarders for any supply or customs related issues.

Requirement(s):

Basic knowledge in Microsoft office (Excel, PowerPoint)
Basic knowledge in SAP (MM, SD and FI modules) preferably","Project Management, Teamwork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Experience Analysis Intern,107554,SCOR,1,"Jun 21, 21","Dec 31, 21","Company Profile:
SCOR Global Life (SGL) ranks among the top four life reinsurers in the world and is the market leader in the US, based on recurring new business production and in-force volume. SCOR Global Life is part of SCOR SE, founded in 1970 and listed on the Paris Stock Exchange (SCR:PA).


Job Summary:
SCOR Global Life Asia Pacific (SGL AP) is looking for contender(s) who aspires to have an inspiring and challenging start to their career!


We welcome applications from talents who have a zest for living and who are passionate about what they do. Here comes an opportunity that might be beyond your competencies as a graduate student, but you will be guided to work through the challenges by a team of experienced talents!


The calibre selected candidate should be prepared to work in a fast-paced and demanding team environment, and will finish the internship having gained broad experience in various aspects of Experience Analysis and Inforce Management.


Key duties and responsibilities:
− Support experience studies on lapse and claims experience of inforce/renewal/new business
− Create and manage efficient processes to compile data, study historical experience, store the results, and produce outputs that are easy to use including but not limited to:
o Data exploration and data transformation
o Data cleansing
o Data analytics
Assist in other Inforce Management activities and ad hoc projects


Experience:
− Previous working experience or internship in a similar environment is not required but will be advantageous;
− Strong analytic skill;

− Strong programming skill;


Personal Competences:
− Team player;
− Organized and Multitasking;
− Motivated, optimistic and dynamic;
− Result oriented;
− Creative and dynamic;
− Strong interpersonal skills


Proficiency:
− Microsoft suite office;
− Coding experience (R, Python, SQL, VBA)
− Excellent oral and written skills in English.


Required Education
− 3rd or final year pursuing BBA with a major in Actuarial Science, Mathematics, Statistics, Data Science etc.
− With a GPA of 3.5 or higher","Possible learning outcome:

    The candidate can gain knowledge for solving the real world data and business issues
    The candidate can gain knowledge of insurance product and understand various reinsurance business model",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Software Engineer Data Science,107736,Numerical Method Inc.,2,"Jul 1, 21","Dec 31, 21","NM LTD. is a group of scientists who specialize in mathematics and computer sciences. Our mission is to create a well-designed, high performance, extensively tested, and professionally documented engineering library so that everyone can easily access and use the mathematical algorithms published, from simply multiplying matrices to numerically solving SDE. We also provide consulting services on financial engineering, trading strategies, artificial intelligence, optimization and statistical modeling.

Details can be found at https://nm.dev

Openings: software engineers

Job description:
Our developers or researchers are responsible for transforming published mathematical or computer algorithms into well-designed, easy-to-understand, maintainable code. The candidate should be proficient in understanding academic research papers. The candidate should be capable of designing, coding and testing algorithms. The candidate should also demonstrate an ability to learn and work independently. Full and part time positions are available.

Qualifications/Requirements:
Minimum criteria:
– Master or above (research-oriented) in Computer Science, Mathematics or related disciplines
– Expert in Java
– Understanding of Java Memory Model
– Solid understanding of object-oriented design and software engineering
– understanding of complexity theory and be able to analyse algorithms
– design pattern a MUST
– professional experience in multi-threaded programming a MUST
– In-depth knowledge of object-oriented technologies
– Familiar with IDE’s such as NetBeans, Eclipse, JBuilder, IntelliJ
– Knowledge of unit testing framework like JUnit
– Understanding of software engineering principles
– Detail oriented

If interested, please send a resume to:
career@numericalmethod.com",Research on data analytics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Intern, Data & Insights (Data Scientist)",108151,CapitaLand,1,"Jul 5, 21","Dec 31, 21","CapitaLand Limited (CapitaLand) is one of Asia’s largest diversified real estate groups. Headquartered and listed in Singapore, it owns and manages a global portfolio worth about S$133.3 billion as at 30 September 2020. CapitaLand’s portfolio spans across diversified real estate classes which includes commercial, retail; business park, industrial and logistics; integrated development, urban development; as well as lodging and residential. With a presence across more than 220 cities in over 30 countries, the Group focuses on Singapore and China as its core markets, while it continues to expand in markets such as India, Vietnam, Australia, Europe, and the USA.

You will be working closely with the Data & Insights team to aid their day-to-day tasks, as well as establish new processes that need to be established based on user requirements.

You will be assisting the Data & Insights team to aid their day-to-day tasks, as well as establish new processes that needs to be established based on user requirements.

Responsibilities

    Assist the Data & Insights team to front initiatives and/or projects in collaboration with representatives from various business units
    Perform data pre-processing, feature engineering, and exploratory data analysis
    Develop machine learning and deep learning models

Requirements

    Good understanding of machine learning (eg. Logistic Regressions, SVM, Decision Tree, Random Forest, lightGBM, XGBoost) and deep learning algorithms (eg. CNN, RNN)
    Strong programming experience in python packages such as Pandas, Numpy, Scikit-learn, TensorFlow or Keras
    Familiar with data visualisation tools (e.g. Power BI, Tableau, etc.)
    Good collaboration and communication skills to work effectively across teams, and partner with business stakeholders
    Detail-oriented and meticulous
    At CapitaLand, we advocate fair employment practices, and recruit talents based on merit and fit with our Corporate values. We provide equal opportunity for all qualified persons and build an inclusive workplace regardless of race, gender, age, religious belief, or nationality.

Please send in your applications to internship@capitaland.com along with your (1) Resume, (2) Unofficial Transcript and (3) Tentative Availability Period (Start and End date).","    Assist the Data & Insights team to front initiatives and/or projects in collaboration with representatives from various business units
    Perform data pre-processing, feature engineering, and exploratory data analysis
    Develop machine learning and deep learning models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Market Analyse,109044,Equinor Asia Pacific Pte Ltd,1,"Jul 5, 21","Dec 31, 21","Tasks & Responsibilities:


Improvise existing Excel models by changing the structure of formulas, calculations and links
Improvise existing Excel models by changing the structure of formulas, calculations and links
Automate routine data collection, data storage and models with macros and manage data repository for easy retrieval
Organize output from Excel models on to database and retrieval of data from database to Excel
Cross checking in-house refinery database with the latest market info
Assist the analyst team to update and maintain all database efficiently to improve productivity

Requirements:

Highly proficient in Excel functions such as pivot tables, complex formulas and links
Knowledge in VBA, Excel macros to automate tasks and checks
Able to create, update and retrieve data from database using SQL
Knowledge in Python and familiar with main packages eg. Pandas, numpy, scipy, matplotlib","Hands on exposure to manage data, build models and prepare dashboards to present data in a meaningful way.

Learn the fundamental of crude oil market across supply, refinery runs, refining margins and how balances affect the global crude oil trade flow.

Gain insights to the oil trading business and first hand info on the latest market developments such as OPEC cuts, geopolitical issues and transition to renewable energy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Big data engineering on HPB population-based platform-Dec21,108729,Health Promotion Board,2,"Dec 1, 21","May 31, 22","Overview

The Health Promotion Board’s vision is to make Singapore a nation of healthier people.
Come be a part of this journey if you’re passionate about creating boundary-pushing work that drives behavioural change.



What You Can Expect

As a member of the Prgramme Evaluation Department, you will have the opportunity to be exposed to HPB’s data-centric arm, which extract, process and transform big data that arises from wearable devices (e.g. heart rate, step counts, exercise minutes) with high fidelity of up to second-by-second granularity, to help provide data to drive programme design through timely and actionable data-driven insights.



The intern’s project scope would include (but not limited to):

• Assist with the data preparation work to process raw data from wearables and app (e.g. heart rate, steps, sleep and activity data) into derived features and output that can facilitate research, analysis and programme evaluation
• Update data dictionaries on new features developed to facilitate downstream use by other teams
• Engage with IT team to facilitate timely receipt of raw data and conduct checks prior to processing of data and providing data to approved researchers
• Support the analytics team in preparing analytics output e.g. metrics, charts and string together a strong narrative for the insights derived
• Conduct user acceptance testing for nudges generated using programmes data to encourage healthy behaviours among citizens
• Develop skills and gain experience in evaluating the effectiveness and impact of population level programmes

Be Part of the Team

Join us if you have

• Understanding of quantitative data engineering methods and past experience working with large data sets in unstructured data (JSON) as part of assignments or past internships would be a bonus
• Proficiency in data science, data engineering, business analysis or statistics
• Good organisation and excellent communication skills with strong ability to understand and connect quickly with people

Please submit your application via this school Portal . Do note that only shortlisted candidates will be contacted. For further enquiries, please email to joinus@hpb.gov.sg.

For more information, visit our career page at www.hpb.gov.sg/careers","• Intern will be provided on-the-job training on negotiations with vendors on data ingestion and testing
data engineering of production data, including hands-on experience with large data sets and perhaps dashboard-building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Data Analytics & Science in Physical Activity Dec-May22,108701,Health Promotion Board,1,"Dec 1, 21","May 31, 22","Overview
The Health Promotion Board’s vision is to make Singapore a nation of healthier people.
Come be a part of this journey if you’re passionate about creating boundary-pushing work that drives behavioural change.

You will be a part of Programme & Evaluation Team, HPB’s data-centric arm which drives programme design through timely and actionable data-driven insights.


What You Can Expect
As a member of the Programme & Evaluation Department, you will have the opportunity to be exposed to the end-to-end process of conducting data analytics for the physical activity domain, including analysis of National Steps Challenge TM and other HPB’s physical activity initiatives such as Leisure Time Physical Activity or LumiHealth programmes

The intern’s project scope would include (but not limited to):
• Integrating data from multiple data set and sources and generating a robust data structure to facilitate analysis on related business questions
• Leveraging relevant data sets to analyse physical activity behaviour across different demographics to assess programme effectiveness
• Utilising quantitative and qualitative methods to rationalise the behavioural traits of participants
• Synthesizing behavioural data (from datasets) and survey results together, to provide compelling insights that help to refine the programme
• Conduct testing on data, system and software to support data analytics, and improve data management protocols within the department
• Engaging vendors and stakeholders which manage the backend system of data, to ensure accurate and timely generation of data sets for further processing and analysis through data cleaning and transformation

Be Part of the Team
Join us if you are a dynamic and self-motivated individual with a keen interest in contributing to our work on public health. You should have substantial participation in undergraduate courses in statistics, business analytics, econometrics. Proficiency in any ETL/ programming and analytics sofftware, understanding of quantitative analytics methods and past experience working with quantitative analysis or dealing with large data sets as part of assignments or past internships would be a bonus.


Please submit your application via this school Portal

Do note that only shortlisted candidates will be contacted. For further enquiries, please email to joinus@hpb.gov.sg.

For more information, visit our career page at www.hpb.gov.sg/careers

The Health Promotion Board’s vision is to make Singapore a nation of healthier people.
Come be a part of this journey if you’re passionate about creating boundary-pushing work that drives behavioural change.



What You Can Expect

As a member of the Prgramme Evaluation Department, you will have the opportunity to be exposed to HPB’s data-centric arm, which extract, process and transform big data that arises from wearable devices (e.g. heart rate, step counts, exercise minutes) with high fidelity of up to second-by-second granularity, to help provide data to drive programme design through timely and actionable data-driven insights.
The intern’s project scope would include (but not limited to):
• Assist with the data preparation work to process raw data from wearables and app (e.g. heart rate, steps, sleep and activity data) into derived features and output that can facilitate research, analysis and programme evaluation
• Update data dictionaries on new features developed to facilitate downstream use by other teams
• Engage with IT team to facilitate timely receipt of raw data and conduct checks prior to processing of data and providing data to approved researchers
• Support the analytics team in preparing analytics output e.g. metrics, charts and string together a strong narrative for the insights derived
• Conduct user acceptance testing for nudges generated using programmes data to encourage healthy behaviours among citizens
• Develop skills and gain experience in evaluating the effectiveness and impact of population level programmes
Be Part of the Team
Join us if you have
• Understanding of quantitative data engineering methods and past experience working with large data sets in unstructured data (JSON) as part of assignments or past internships would be a bonus
• Proficiency in data science, data engineering, business analysis or statistics
• Good organisation and excellent communication skills with strong ability to understand and connect quickly with people

Please submit your application via this school Portal . Do note that only shortlisted candidates will be contacted. For further enquiries, please email to joinus@hpb.gov.sg.
For more information, visit our career page at www.hpb.gov.sg/careers","• Intern will be provided on-the-job training on data analytics, including hands-on experience with large data sets and dashboard-building.
• Intern will also be given guidance on performing secondary research in the physical activity domain (e.g. literature review of academic papers, open-search on other countries’ physical activity guidelines, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DaHealth Insights Singapore Project- Dec-May22 (Admin),109851,Health Promotion Board,1,"Dec 1, 21","May 31, 22","Looking for an internship that actually makes a difference?
Join us at the Forefront of Shaping Healthier Lives

Overview
The Health Promotion Board’s vision is to make Singapore a nation of healthier people.
Come be a part of this journey if you’re passionate about creating boundary-pushing work that drives behavioral change.



You will be a part of Health Insights Singapore (hiSG) project which is a technology-enabled population health cohort studies to understand the health behaviours and lifestyles of Singapore residents.

HPB is looking for an intern to support the hiSG team. Through the internship, the student will:
1. Gain practical knowledge of implementing technology-enabled cohort study, including assisting in the development and enhancement of the study’s mobile application, engaging and managing participants.
2. Develop skills and gain experience on the full cycle of developing and testing hypotheses, preparing data and conducting basic analyses on big data

3. Presemt preliminart findings and data visualizations

What You Can Expect as an Intern

• Support the recruitment, enrolment and onboarding of participants into the study
• Assist in the development and enhancement of the study mobile app
• Implement and enhance participant engagement strategies to increase use of the study’s mobile app and wearable
• Support preparation of big data collected via mobile application and wearable
• Conduct simple analytics and visualizations to test hypotheses and communicate findings
• Oversee project development, timelines and liaise with stakeholders to understand needs and address key challenges
Be Part of the Team if you are Interested in translational and applied research including the use of big data and analytics and keen to learn technical and project management skills. If you have data analytics skills using SPSS, R or an equivalent statistical software, it will be a bonus
You can submit your application via NUS Talent Connect.
We regret that only shortlisted candidates will be contacted. For further enquiries, please email to joinus@hpb.gov.sg.","The project allows the intern to gain an understanding of how life sciences can be applied in translational research. During this project, the intern will have the chance to explore novel health sensors and associated health status. The project will also tap on the intern’s life sciences background and research skills in order to assist with study design, data collection, data analysis and visualisation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Health Insights Singapore Project- Dec21-May 22 Stats,108729,Health Promotion Board,1,"Dec 1, 21","May 31, 22","Overview

The Health Promotion Board’s vision is to make Singapore a nation of healthier people.

Come be a part of this journey if you’re passionate about creating boundary-pushing work that drives behavioral change.

 

You will be a part of the Research and Development Department that uses behavioural science and digital technologies to support delivery of personalised health promotion at scale.

 

HPB is looking for an intern to support the hiSG team. Health Insights Singapore (hiSG) project is a technology-enabled population health cohort study conducted by the Health Promotion Board, to understand the health behaviours and lifestyles of Singapore residents. The study uses gamification and behavioural insight strategies to encourage participation Through the internship, you will:

·         Gain practical knowledge of implementing a technology-enabled cohort study, including participant management, and the different parties involved.

·         Develop skills and gain experience on the data structure of app-based studies, full cycle of developing and testing hypotheses, preparing and conducting analyses on big data.

·         Present findings and data visualizations

 

What You Can Expect as an Intern

 

You will assist in the analysis of data collected via mobile application and wearable devices from hiSG

 

• Support preparation and transformation of big data collected via mobile application and wearable from hiSG

• Perform statistical analyses and data visualizations to test hypotheses, associations between variables, trends over time, cluster analysis and communicate findings

• Write and amend scripts in R Program for the above","Gain practical knowledge of implementing a technology-enabled cohort study, including participant management, and the different parties involved.
Develop skills and gain experience on the data structure of app-based studies, full cycle of developing and testing hypotheses, preparing and conducting analyses on big data.
Present findings and data visualizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,National Population Health Survey (NPHS) Dec-May 22,108709,Health Promotion Board,1,"Dec 1, 21","May 31, 22","Overview
The Health Promotion Board’s vision is to make Singapore a nation of healthier people.
Come be a part of this journey if you’re passionate about creating boundary-pushing work that drives behavioural change.

You will be a part of Population Surveillance Team driving the National Population Health Survey (NPHS). NPHS is an ongoing national survey to assess the prevailing health conditions, risk factors and behaviours. The survey focuses on obtaining key health statistics from selected households across Singapore.


What You Can Expect
As a member of the Population Surveillance Department, you will support the team in the
• Set-up of the NPHS
o Development and refinement of the survey
o Set up of electronic version of the questionnaire
o Development of templates to automate data checking
• Management of the NPHS
o Quality checks and processing of data (including data cleaning) and documents submitted by vendors
o Development and refinement of work processes
o Management of vendors to ensure timely completion and submission of deliverables
• Analysis of data
o Support the generation of insights from data collected for reporting and presentations","At the end of the internship, you will:
• Gain practical knowledge of primary data collection and survey research.
• Acquire skills in managing fieldwork with appropriate supervision.
• Contribute to data checking, cleaning and processing.
• Gain familiarity with the functions in SPSS using syntax for survey analysis.
• Develop skills in data visualisation and communication of survey findings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Outreach/Planning for Education Institution Sector Dec-May22,108718,Health Promotion Board,1,"Dec 1, 21","Jul 29, 22","Overview
The Health Promotion Board’s vision is to make Singapore a nation of healthier people.
Come be a part of this journey if you are passionate about creating boundary-pushing work that
drives behavioral changes.

You will be a part of the Outreach/Planning for Education Institution Sector project to conduct research (primary and secondary), analyse data and making recommendations to influence parents and caregivers to bring about positive impact on the health and wellbeing of children and youths.


What You can Expect as an Intern
The Education Institution Department is seeking a motivated intern who is ready to apply knowledge of business practices and processes in a fast paced, real world environment. As a member of the team, you will:

• Analyse information collected to map the full landscape for parents and caregivers to identify business goals. Intern will weave a narrative (with guidance from supervisor) and put together at stakeholder journey mapping to inform the opportunity and gap areas for strategy development.

• Help launch new initiatives to heighten awareness or upskill parents and caregivers to provide a healthier lifestyle for their children and youths.

• Perform research and analysis in support of operations and to derive business insights for decision making.

• Develop data visualisation tools and set up a dashboard for Parents and Caregivers Department
","Through the job role as described, intern will lean to apply knowledge of business practices and processes in a fast paced, real world environment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
